lon,lat,month,id,sex
-66.95489447,-53.97590106,3,3482,F
-66.07697884,-53.95610855,3,3482,F
-65.94745554,-54.01239999,3,3482,F
-65.60210019,-54.14889933,3,3482,F
-65.76050239,-53.85300044,3,3482,F
-66.14029891,-53.86739995,3,3482,F
-65.98644563,-53.45209038,3,3482,F
-63.39504321,-51.58980827,3,3482,F
-63.57583769,-51.52959997,3,3482,F
-64.15051417,-51.41820598,3,3482,F
-64.73261034,-51.70179934,3,3482,F
-65.15246013,-51.81860084,3,3482,F
-66.08708298,-51.5789004,3,3482,F
-64.86906122,-51.94070006,3,3482,F
-65.28106029,-52.00209985,3,3482,F
-65.98945647,-51.83799979,3,3482,F
-66.06135417,-51.95089968,3,3482,F
-65.94729914,-51.69440823,3,3482,F
-65.73656695,-51.5581054,3,3482,F
-67.83424292,-52.88998175,4,3482,F
-67.69460284,-52.64730867,4,3482,F
-67.37742805,-52.76407878,4,3482,F
-67.02782532,-52.53040616,4,3482,F
-66.98298779,-52.52920784,4,3482,F
-66.83333917,-52.6178384,4,3482,F
-66.07759576,-52.93399471,4,3482,F
-66.77388456,-53.25000099,4,3482,F
-67.09611746,-52.96476089,4,3482,F
-67.00999041,-52.87910725,4,3482,F
-67.32133372,-53.0170931,4,3482,F
-66.57745717,-52.6617875,4,3482,F
-66.26181438,-53.0532797,4,3482,F
-68.23434784,-56.27314126,4,3482,F
-67.06812097,-55.57105958,5,3482,F
-66.87754441,-55.22194557,5,3482,F
-67.4720225,-55.32726371,5,3482,F
-67.38878199,-55.31182182,5,3482,F
-68.03158653,-55.29906836,5,3482,F
-67.83120472,-55.33012936,5,3482,F
-67.48373362,-55.30612525,5,3482,F
-68.01658224,-55.28423056,5,3482,F
-67.81260873,-55.28919558,5,3482,F
-67.18685527,-55.34486426,5,3482,F
-66.88440977,-55.39749348,5,3482,F
-67.18591076,-55.32947523,5,3482,F
-66.81186346,-55.06741676,5,3482,F
-67.02156493,-55.32548433,5,3482,F
-67.44672388,-55.30895946,5,3482,F
-67.36967234,-55.33958815,5,3482,F
-66.36567337,-55.69649088,5,3482,F
-66.18250159,-55.16838874,5,3482,F
-65.94683893,-54.87518042,5,3482,F
-66.49314574,-55.17418623,5,3482,F
-66.165634,-54.16282092,5,3482,F
-66.16286852,-55.09047636,5,3482,F
-65.22665555,-55.93594651,5,3482,F
-65.22815594,-56.16113475,5,3482,F
-64.94510853,-55.85636187,5,3482,F
-64.64094691,-55.83752362,5,3482,F
-65.30737767,-55.97330361,5,3482,F
-65.09340561,-56.12472859,5,3482,F
-64.82842248,-55.88929968,5,3482,F
-65.369089,-55.88833313,5,3482,F
-65.56192123,-56.11781955,5,3482,F
-65.64558085,-56.00212923,5,3482,F
-65.50328221,-55.76699857,5,3482,F
-66.36010626,-56.44238615,5,3482,F
-66.82707542,-56.33275286,5,3482,F
-66.38067,-56.18747563,5,3482,F
-66.81959392,-55.25850568,5,3482,F
-66.18591148,-54.17807774,5,3482,F
-65.37245795,-55.39310824,5,3482,F
-64.78900082,-55.17644955,5,3482,F
-62.54615287,-55.75561621,6,3482,F
-62.38735251,-55.77853225,6,3482,F
-62.07875932,-55.92985893,6,3482,F
-62.45815379,-55.83176605,6,3482,F
-62.95769556,-55.53663613,6,3482,F
-66.93759018,-53.55880285,6,3482,F
-66.75983829,-53.46529856,6,3482,F
-68.0882966,-53.3466439,6,3482,F
-63.26601594,-55.47931539,6,3482,F
-62.33524136,-55.34201262,6,3482,F
-62.4522048,-55.83030314,6,3482,F
-64.81514388,-56.1151571,7,3482,F
-64.90520752,-56.26413655,7,3482,F
-64.61518847,-52.57783999,8,3482,F
-67.11009471,-53.09600092,8,3482,F
-66.66262247,-52.98165835,8,3482,F
-66.90158809,-53.18823627,8,3482,F
-67.03022778,-53.14348008,8,3482,F
-66.81922123,-53.37482493,8,3482,F
-66.64859787,-53.09302639,8,3482,F
-66.27999118,-53.21497169,8,3482,F
-64.58586081,-52.50342162,9,3482,F
-65.44966443,-52.30817086,9,3482,F
-65.65751325,-52.16399315,9,3482,F
-62.63976188,-55.93854959,9,3482,F
-66.72294082,-53.88640043,9,3482,F
-65.51254447,-51.74359978,3,3488,F
-65.39699119,-52.11559635,3,3488,F
-64.45081416,-52.24709721,3,3488,F
-64.12922161,-51.20479927,3,3488,F
-63.8029214,-51.17819522,3,3488,F
-64.65061644,-50.78700062,3,3488,F
-65.25016967,-51.11660009,3,3488,F
-64.64079673,-50.84179993,3,3488,F
-64.85608817,-50.87789992,3,3488,F
-64.12643273,-50.7724081,3,3488,F
-64.64219193,-53.32244292,4,3488,F
-64.75975145,-53.16198034,4,3488,F
-64.74214629,-53.16856144,4,3488,F
-64.81129115,-53.16545861,4,3488,F
-65.28825917,-53.19578124,4,3488,F
-65.08911019,-53.28330425,4,3488,F
-66.20064742,-53.47752141,4,3488,F
-66.58134137,-53.47496148,4,3488,F
-66.98157725,-53.21501608,4,3488,F
-65.78920344,-53.1202532,4,3488,F
-65.80581766,-53.16390974,4,3488,F
-65.83690216,-53.13237382,4,3488,F
-65.81512634,-52.87758235,4,3488,F
-66.6931347,-52.93140944,4,3488,F
-66.29371394,-53.41623267,4,3488,F
-66.26496874,-53.34399784,4,3488,F
-66.1423901,-53.53985969,4,3488,F
-66.55284715,-53.26889214,4,3488,F
-66.75837211,-53.37802708,4,3488,F
-66.95893793,-53.42687986,4,3488,F
-66.81818179,-53.09949629,4,3488,F
-67.57629716,-52.8338916,4,3488,F
-67.49703257,-52.86545738,4,3488,F
-67.55554251,-52.93126177,4,3488,F
-67.45409479,-52.8168405,4,3488,F
-67.15865943,-52.73672069,4,3488,F
-67.72233525,-52.58678497,4,3488,F
-67.74764813,-52.70274027,4,3488,F
-67.12666393,-52.77428823,4,3488,F
-67.67962024,-52.78646662,4,3488,F
-67.6213067,-52.58793619,4,3488,F
-67.55434939,-52.68232906,4,3488,F
-67.62254085,-52.80502326,4,3488,F
-67.6561396,-52.62287926,4,3488,F
-67.66799609,-52.42565074,4,3488,F
-67.92428652,-52.53389823,4,3488,F
-67.54335895,-52.45595001,4,3488,F
-67.66669429,-52.55436697,4,3488,F
-67.74643811,-52.4959046,4,3488,F
-67.54762536,-52.58103164,4,3488,F
-67.23539467,-52.12307727,4,3488,F
-67.15415689,-52.02218041,4,3488,F
-67.1531723,-52.08677203,4,3488,F
-67.09375136,-49.90788575,4,3488,F
-65.61109818,-48.29681122,4,3488,F
-65.69795838,-48.43171614,5,3488,F
-65.8073508,-48.74975195,5,3488,F
-65.71020411,-48.76184829,5,3488,F
-65.53338211,-48.89120229,5,3488,F
-65.58223799,-48.74436464,5,3488,F
-65.59435303,-48.94304635,5,3488,F
-65.50454148,-48.82021431,5,3488,F
-65.46094135,-48.8081677,5,3488,F
-64.60285587,-49.49752085,5,3488,F
-64.86496919,-49.69665076,5,3488,F
-65.19211937,-49.77474319,5,3488,F
-64.74843467,-49.96115412,5,3488,F
-64.70033149,-49.57276871,5,3488,F
-64.82877686,-49.65331758,5,3488,F
-64.83769558,-49.57409699,5,3488,F
-65.04086103,-49.58062506,5,3488,F
-64.61131065,-49.59964169,5,3488,F
-64.49205611,-49.49354932,5,3488,F
-63.62566632,-49.94720422,5,3488,F
-62.72395037,-49.44192005,5,3488,F
-62.58383124,-49.42075778,5,3488,F
-62.55624209,-49.55386692,5,3488,F
-62.34060986,-49.32531005,5,3488,F
-61.64108921,-49.17548244,5,3488,F
-62.96334575,-49.30930204,5,3488,F
-62.8437077,-49.49210795,5,3488,F
-62.90343792,-49.33304686,5,3488,F
-62.97823386,-49.24783951,5,3488,F
-63.07885727,-49.50874921,5,3488,F
-62.98519112,-49.47327641,5,3488,F
-62.09451152,-49.27561972,5,3488,F
-61.61633767,-49.32689423,5,3488,F
-62.19185773,-49.07752005,5,3488,F
-62.05694151,-49.01875773,5,3488,F
-62.5096327,-48.82634578,5,3488,F
-62.51411662,-49.00045962,5,3488,F
-62.44325706,-48.80950848,5,3488,F
-62.38391574,-48.71770642,5,3488,F
-62.60944201,-48.85083335,5,3488,F
-62.66588071,-48.69785772,5,3488,F
-62.40579877,-48.69613553,5,3488,F
-62.12776506,-48.57339581,5,3488,F
-61.96452898,-48.08798703,5,3488,F
-61.88882223,-48.35326357,5,3488,F
-61.94211014,-48.20477924,5,3488,F
-62.07539865,-48.17688132,5,3488,F
-62.02869353,-48.12699853,5,3488,F
-62.00912957,-48.24398349,5,3488,F
-61.99831269,-48.22020606,5,3488,F
-62.08428767,-48.14838151,5,3488,F
-62.27004456,-48.36200043,5,3488,F
-62.21776357,-48.19038842,5,3488,F
-62.23518795,-47.73877439,5,3488,F
-62.48450702,-47.5325856,5,3488,F
-62.42367871,-46.71902006,5,3488,F
-62.29153829,-46.64407756,5,3488,F
-62.35513643,-46.81452529,5,3488,F
-62.46563405,-46.63953692,5,3488,F
-61.75593081,-47.12310143,5,3488,F
-61.55186178,-46.83068166,5,3488,F
-61.55092099,-47.36187687,5,3488,F
-61.8681051,-47.75727528,5,3488,F
-61.84247143,-47.57069665,6,3488,F
-62.01660228,-47.57461403,6,3488,F
-62.41354906,-47.37402058,6,3488,F
-62.4959122,-47.29549879,6,3488,F
-62.58743704,-46.90508663,6,3488,F
-63.2421674,-46.81041255,6,3488,F
-63.08310217,-46.64627592,6,3488,F
-62.75695092,-46.67857734,6,3488,F
-63.10041461,-46.83153342,6,3488,F
-62.79652809,-46.74919052,6,3488,F
-62.78418096,-46.8763178,6,3488,F
-62.61287506,-46.66837797,6,3488,F
-63.98048415,-46.28109486,6,3488,F
-64.67692983,-46.07709782,6,3488,F
-64.33695208,-45.95517327,6,3488,F
-64.15412014,-45.83475617,6,3488,F
-64.48249213,-45.90883078,6,3488,F
-64.52806076,-45.99181294,6,3488,F
-64.32485623,-46.10521671,6,3488,F
-64.65676103,-45.85105042,6,3488,F
-64.32095266,-46.22570922,6,3488,F
-65.12746333,-46.09866311,6,3488,F
-65.00631891,-46.04686992,6,3488,F
-64.85440964,-44.8526196,6,3488,F
-64.32889477,-44.29221297,6,3488,F
-64.25164216,-43.58676016,6,3488,F
-64.35882795,-43.46474728,6,3488,F
-63.93112293,-43.82732482,6,3488,F
-63.62877234,-43.55346832,6,3488,F
-63.8635958,-44.11764128,6,3488,F
-63.52342137,-44.34933101,6,3488,F
-63.47732722,-44.32947322,6,3488,F
-63.530879,-44.42280383,6,3488,F
-63.43442591,-44.26208477,6,3488,F
-63.49320361,-44.31566192,6,3488,F
-63.13803506,-44.06842919,6,3488,F
-63.13417318,-44.35496167,6,3488,F
-63.07219195,-44.28147365,6,3488,F
-63.4040611,-44.19045712,6,3488,F
-63.29196444,-43.92469236,6,3488,F
-63.65426697,-43.96135672,6,3488,F
-63.57403841,-44.1030578,6,3488,F
-63.59890846,-43.90918259,6,3488,F
-63.60095453,-44.02060421,6,3488,F
-63.23841114,-44.07279313,6,3488,F
-63.14291705,-44.12498707,6,3488,F
-62.76021353,-43.84304172,6,3488,F
-62.68188996,-43.97041229,6,3488,F
-62.50852583,-43.68703069,6,3488,F
-62.77165774,-43.72670899,6,3488,F
-62.51238774,-43.94815787,6,3488,F
-62.45902182,-44.03050423,6,3488,F
-62.37354925,-43.82938893,6,3488,F
-62.60373782,-44.02750195,6,3488,F
-61.98286966,-43.89101299,6,3488,F
-62.25811147,-44.00100712,6,3488,F
-62.17966764,-43.82730832,6,3488,F
-62.24099583,-43.81582247,7,3488,F
-62.11517787,-43.64715937,7,3488,F
-62.18867006,-43.78347326,7,3488,F
-61.97714722,-43.6846932,7,3488,F
-62.26120032,-43.1960434,7,3488,F
-62.51272348,-43.18943469,7,3488,F
-62.36802046,-43.37676658,7,3488,F
-62.19739584,-43.44234932,7,3488,F
-62.07951306,-43.50636672,7,3488,F
-62.09289268,-43.47223286,7,3488,F
-62.17027449,-43.40271141,7,3488,F
-61.99945823,-43.39773693,7,3488,F
-62.12350852,-43.49663845,7,3488,F
-62.00261927,-43.39249245,7,3488,F
-61.88920418,-43.31166573,7,3488,F
-62.01251923,-43.48938972,7,3488,F
-62.29464636,-42.93901756,7,3488,F
-62.39950869,-42.67879238,7,3488,F
-62.43281305,-42.67540818,7,3488,F
-62.44269235,-42.71834098,7,3488,F
-62.25416198,-42.65526675,7,3488,F
-62.16765129,-42.47487383,7,3488,F
-62.24653277,-42.66083729,7,3488,F
-62.04843059,-42.50270348,7,3488,F
-62.11364992,-42.54399713,7,3488,F
-62.06179242,-42.48205349,7,3488,F
-61.9025714,-42.60331378,7,3488,F
-62.04032302,-42.69859028,7,3488,F
-61.93877302,-42.84425599,7,3488,F
-61.96551691,-42.92849512,7,3488,F
-61.84060428,-42.85944972,7,3488,F
-61.85589667,-42.79686424,7,3488,F
-61.81367621,-42.90989591,7,3488,F
-61.88067307,-42.80772377,7,3488,F
-61.81763616,-42.94221597,7,3488,F
-61.71422891,-42.88329117,7,3488,F
-61.96271352,-42.96376397,7,3488,F
-61.7750268,-42.89286903,7,3488,F
-61.45077582,-42.72516533,7,3488,F
-61.31984261,-42.55801694,7,3488,F
-61.7764083,-43.24181534,7,3488,F
-62.17305532,-43.32778606,7,3488,F
-61.95819237,-43.44319671,7,3488,F
-61.68272878,-43.79009612,7,3488,F
-61.8055318,-43.75676957,7,3488,F
-61.89141989,-43.73771987,7,3488,F
-61.96149557,-43.87549338,7,3488,F
-61.73033036,-43.84052838,7,3488,F
-61.72821285,-43.69180817,7,3488,F
-61.78149278,-43.76890858,7,3488,F
-61.69910805,-44.01839774,7,3488,F
-61.79822389,-43.99023504,7,3488,F
-61.52794019,-43.87033662,7,3488,F
-61.53946523,-43.92702565,7,3488,F
-61.5472217,-43.56020424,7,3488,F
-61.99889823,-43.95889948,7,3488,F
-62.02274948,-43.66802428,7,3488,F
-62.21723636,-43.45476956,7,3488,F
-61.8428359,-43.65798914,7,3488,F
-61.85782114,-43.62853337,7,3488,F
-61.91917315,-43.76572684,7,3488,F
-61.5907937,-43.62616628,7,3488,F
-61.8717505,-43.88122405,8,3488,F
-61.61578856,-43.83481659,8,3488,F
-61.6987727,-44.06604321,8,3488,F
-61.53245026,-44.36605939,8,3488,F
-61.50670292,-44.59063071,8,3488,F
-61.76000292,-44.84883557,8,3488,F
-61.69563341,-44.67933194,8,3488,F
-61.61510878,-44.58557397,8,3488,F
-61.76497514,-44.63020088,8,3488,F
-61.75046622,-44.74629455,8,3488,F
-61.76847087,-44.83562567,8,3488,F
-61.70701801,-44.85455173,8,3488,F
-61.63786175,-44.66054244,8,3488,F
-61.50565106,-44.67642774,8,3488,F
-61.55454283,-44.89158611,8,3488,F
-61.68501429,-44.89620204,8,3488,F
-61.41250984,-44.8567351,8,3488,F
-61.60964418,-44.76371748,8,3488,F
-61.43883167,-44.80637734,8,3488,F
-61.54710384,-44.74928418,8,3488,F
-61.23780783,-44.90005499,8,3488,F
-61.32584257,-44.79378317,8,3488,F
-61.47825474,-44.87442613,8,3488,F
-61.38462229,-45.00870467,8,3488,F
-61.53081796,-45.14899015,8,3488,F
-61.82086274,-44.90215928,8,3488,F
-61.67596742,-45.17540532,8,3488,F
-62.02223373,-45.18247534,8,3488,F
-61.94999955,-45.20390309,8,3488,F
-61.74368046,-45.02057262,8,3488,F
-61.81980784,-44.95594737,8,3488,F
-61.74126775,-44.85942517,8,3488,F
-61.75096475,-45.10230603,8,3488,F
-61.58536713,-45.31759798,8,3488,F
-61.70873509,-45.21540057,8,3488,F
-61.82079511,-45.47777981,8,3488,F
-62.21996815,-45.13710045,8,3488,F
-61.98216412,-45.05997517,8,3488,F
-61.91825605,-45.33136833,8,3488,F
-62.0883398,-45.10256499,8,3488,F
-61.91163853,-45.2349741,8,3488,F
-62.4980562,-45.51802135,8,3488,F
-62.22948779,-45.30468156,8,3488,F
-62.22169714,-45.21039343,8,3488,F
-62.06016822,-45.52237419,8,3488,F
-61.99241517,-45.07663969,8,3488,F
-62.12158446,-45.46416547,8,3488,F
-62.64155979,-45.44858766,8,3488,F
-62.49145201,-45.2506989,8,3488,F
-62.40599555,-45.71260821,8,3488,F
-62.5177545,-45.44814524,8,3488,F
-63.11948078,-45.79542606,8,3488,F
-62.65149606,-44.98652345,8,3488,F
-63.0059328,-45.83093707,8,3488,F
-62.60558593,-46.02306252,8,3488,F
-62.98430651,-46.32210361,8,3488,F
-64.14347263,-47.76608782,8,3488,F
-64.77846794,-48.54369954,8,3488,F
-64.93099849,-48.74309837,8,3488,F
-65.4079989,-49.22837824,8,3488,F
-65.38664358,-49.08899314,8,3488,F
-65.30544947,-49.42375223,8,3488,F
-65.45541815,-49.18485329,9,3488,F
-65.97668608,-49.43400213,9,3488,F
-65.81441293,-49.57878612,9,3488,F
-65.94267993,-49.7735045,9,3488,F
-65.58786962,-49.48550432,9,3488,F
-65.62121364,-49.3941211,9,3488,F
-65.80599319,-49.663961,9,3488,F
-65.73859268,-49.42251637,9,3488,F
-65.51218808,-49.54128703,9,3488,F
-65.6267993,-49.46729075,9,3488,F
-65.90592945,-49.54602586,9,3488,F
-65.80216033,-49.6831987,9,3488,F
-65.75369516,-49.95458663,9,3488,F
-66.09943265,-49.2978817,9,3488,F
-65.86403443,-49.7019763,9,3488,F
-66.12137712,-49.3395514,9,3488,F
-63.66643818,-56.08317382,9,3488,F
-63.54504902,-56.01071198,9,3488,F
-65.12835221,-51.14329903,3,3494,F
-63.34000662,-50.13339807,3,3494,F
-64.08419364,-51.14389621,3,3494,F
-64.10327894,-46.99280286,3,3494,F
-64.78298936,-54.13247991,4,3494,F
-64.89315414,-54.36690108,4,3494,F
-64.72660536,-54.53792087,4,3494,F
-64.68065722,-54.494848,4,3494,F
-64.98395182,-54.62431687,4,3494,F
-64.9116502,-54.6258776,4,3494,F
-64.74738769,-54.39024125,4,3494,F
-65.49734017,-54.52188807,4,3494,F
-66.39935358,-54.36666207,4,3494,F
-66.66590423,-53.93932953,4,3494,F
-65.55515053,-53.70311528,4,3494,F
-65.69005437,-53.89257453,4,3494,F
-65.50220639,-53.78837296,4,3494,F
-66.0786575,-53.99212731,4,3494,F
-66.17652507,-53.50668034,4,3494,F
-66.03694439,-53.48525412,4,3494,F
-66.01515722,-53.72785884,4,3494,F
-65.79638604,-53.47707061,4,3494,F
-66.17363245,-53.80143583,4,3494,F
-66.48236733,-53.61520626,4,3494,F
-66.69291394,-53.58001691,4,3494,F
-67.15694968,-53.52753234,4,3494,F
-67.4604938,-53.34250662,4,3494,F
-67.53073955,-53.29637115,4,3494,F
-67.47860533,-53.0427236,4,3494,F
-67.76661701,-53.26034715,4,3494,F
-67.18159498,-53.16626733,4,3494,F
-66.6037376,-53.77352096,4,3494,F
-67.1414474,-53.71782746,4,3494,F
-67.01717378,-53.54518846,4,3494,F
-67.21820434,-53.27041973,4,3494,F
-67.18850169,-53.54473218,4,3494,F
-67.18377636,-53.47447872,4,3494,F
-67.71108596,-53.24787327,4,3494,F
-67.32424622,-53.26015589,4,3494,F
-67.33540749,-53.14943748,4,3494,F
-67.57329201,-53.15102415,4,3494,F
-67.27820396,-53.15338855,4,3494,F
-67.15172805,-52.96490422,4,3494,F
-67.00253448,-53.44807945,4,3494,F
-67.03406111,-52.95190675,4,3494,F
-67.03899008,-53.2467779,4,3494,F
-67.13195491,-50.79254791,4,3494,F
-66.71504779,-49.53843898,4,3494,F
-65.84993935,-48.92082533,5,3494,F
-66.17878554,-49.06366284,5,3494,F
-65.96374192,-49.15610768,5,3494,F
-66.02806383,-49.20046928,5,3494,F
-65.95248381,-49.06037115,5,3494,F
-65.76756494,-49.2329566,5,3494,F
-65.71627748,-49.2668669,5,3494,F
-65.64718499,-49.20163594,5,3494,F
-64.96820219,-49.8553795,5,3494,F
-64.88762145,-49.88056894,5,3494,F
-65.05686275,-49.92536786,5,3494,F
-64.77368751,-49.86607354,5,3494,F
-65.02817921,-49.95356233,5,3494,F
-64.96611909,-49.74336836,5,3494,F
-65.02560747,-49.52355991,5,3494,F
-64.94174296,-49.69802839,5,3494,F
-64.58436105,-49.8226346,5,3494,F
-64.84018917,-50.35894019,5,3494,F
-63.75252308,-49.92370833,5,3494,F
-62.59847018,-49.70950218,5,3494,F
-62.42468099,-49.48426712,5,3494,F
-62.53284189,-49.42156541,5,3494,F
-62.15047739,-49.50442314,5,3494,F
-61.72513743,-48.96107667,5,3494,F
-62.77080342,-49.16566809,5,3494,F
-62.95646265,-49.04036821,5,3494,F
-62.98393277,-49.137627,5,3494,F
-62.84961899,-49.02959291,5,3494,F
-62.89929771,-49.08424923,5,3494,F
-62.74186792,-49.36906533,5,3494,F
-61.99072095,-49.45198014,5,3494,F
-61.06939423,-49.18408771,5,3494,F
-62.07951328,-48.99635547,5,3494,F
-62.34997274,-49.04927297,5,3494,F
-62.37731122,-48.86852672,5,3494,F
-62.41106424,-48.74718855,5,3494,F
-62.38575257,-48.84798333,5,3494,F
-62.45970555,-48.59082711,5,3494,F
-62.29808567,-48.68785911,5,3494,F
-62.41968618,-48.70592396,5,3494,F
-62.49003527,-48.7321239,5,3494,F
-62.05294314,-48.46470782,5,3494,F
-62.22754287,-48.290989,5,3494,F
-62.05291121,-48.54958663,5,3494,F
-61.93437833,-48.30468799,5,3494,F
-62.06138631,-48.17699013,5,3494,F
-61.9799136,-48.38477253,5,3494,F
-61.98972549,-48.36849167,5,3494,F
-62.13051156,-48.03631824,5,3494,F
-62.11625273,-48.27051897,5,3494,F
-62.16665646,-48.13576843,5,3494,F
-62.05034115,-48.21465307,5,3494,F
-62.12038539,-47.95123364,5,3494,F
-61.87030876,-47.79141831,5,3494,F
-62.60083582,-46.95571254,5,3494,F
-62.46505232,-46.49058573,5,3494,F
-62.4954386,-46.50685404,5,3494,F
-62.42865518,-46.3987739,5,3494,F
-62.13248328,-47.05804529,5,3494,F
-61.47937246,-46.82481083,5,3494,F
-61.38395898,-47.5992042,5,3494,F
-61.96004655,-47.69899727,5,3494,F
-61.90998724,-47.42220352,6,3494,F
-61.81139462,-47.49248626,6,3494,F
-61.97108685,-47.12775968,6,3494,F
-61.78240352,-47.01396125,6,3494,F
-62.44993005,-46.84255875,6,3494,F
-62.63116071,-46.74937839,6,3494,F
-62.74327815,-46.85863929,6,3494,F
-62.81792084,-46.6455419,6,3494,F
-62.6843123,-46.81745083,6,3494,F
-62.56546343,-46.71643423,6,3494,F
-62.55697637,-46.72221756,6,3494,F
-62.45621275,-46.89794737,6,3494,F
-62.36679542,-45.3631163,6,3494,F
-62.81027446,-45.06112033,6,3494,F
-63.12597479,-45.08965831,6,3494,F
-62.91048556,-44.8082449,6,3494,F
-62.85172113,-44.88446485,6,3494,F
-63.42889547,-44.93169539,6,3494,F
-63.66485427,-44.8875213,6,3494,F
-63.00754048,-44.70207208,6,3494,F
-62.62651634,-44.32345042,6,3494,F
-63.18347624,-44.3370094,6,3494,F
-62.97879819,-44.34778926,6,3494,F
-63.71127427,-43.32679319,6,3494,F
-63.76930026,-43.08342123,6,3494,F
-63.29756256,-42.77469936,6,3494,F
-63.18550794,-43.15623611,6,3494,F
-62.90253613,-43.20332501,6,3494,F
-62.90797552,-43.07459221,6,3494,F
-62.72866579,-43.36008103,6,3494,F
-62.30046969,-43.91679014,6,3494,F
-62.10989049,-43.84357695,6,3494,F
